Encoded,mRd,vRd,mRd_plus,mRd_minus,vRd_plus,vRd_minus,C,Length,product_name,Thickness,Type,M-type,V-type,REI-type,CV-type,X-type,Height,Type Number
T-K-M10-V1-REI120-CV30-X80-H230-6.2,"-89,3","123,6",0.0,89.3,123.6,0.0,C25/30,L1000,T-K-M10-V1-REI120-CV30-X80-H230-L1000-6.2,T,K,M10,V1,REI120,CV30,X80,H230,6.2
T-K-M10-V2-REI120-CV30-X80-H230-6.2,"-89,3","139,1",0.0,89.3,139.1,0.0,C25/30,L1000,T-K-M10-V2-REI120-CV30-X80-H230-L1000-6.2,T,K,M10,V2,REI120,CV30,X80,H230,6.2
T-K-M10-VV1-REI120-CV30-X80-H230-6.2,"-89,3","123,6",0.0,89.3,123.6,0.0,C25/30,L1000,T-K-M10-VV1-REI120-CV30-X80-H230-L1000-6.2,T,K,M10,VV1,REI120,CV30,X80,H230,6.2
T-K-M10-VV1-REI120-CV30-X80-H230-6.2,"-89,3","-61,8",0.0,89.3,0.0,61.8,C25/30,L1000,T-K-M10-VV1-REI120-CV30-X80-H230-L1000-6.2,T,K,M10,VV1,REI120,CV30,X80,H230,6.2
T-K-M11-V1-REI120-CV30-X80-H230-6.2,"-89,3","139,1",0.0,89.3,139.1,0.0,C25/30,L500,T-K-M11-V1-REI120-CV30-X80-H230-L500-6.2,T,K,M11,V1,REI120,CV30,X80,H230,6.2
T-K-M11-VV1-REI120-CV30-X80-H230-6.2,"-89,3","123,6",0.0,89.3,123.6,0.0,C25/30,L500,T-K-M11-VV1-REI120-CV30-X80-H230-L500-6.2,T,K,M11,VV1,REI120,CV30,X80,H230,6.2
T-K-M11-VV1-REI120-CV30-X80-H230-6.2,"-89,3","-61,8",0.0,89.3,0.0,61.8,C25/30,L500,T-K-M11-VV1-REI120-CV30-X80-H230-L500-6.2,T,K,M11,VV1,REI120,CV30,X80,H230,6.2
T-K-M11.1-V1-REI120-CV30-X80-H230-6.2,"-96,6","139,1",0.0,96.6,139.1,0.0,C30/37,L500,T-K-M11.1-V1-REI120-CV30-X80-H230-L500-6.2,T,K,M11.1,V1,REI120,CV30,X80,H230,6.2
T-K-M11.1-VV1-REI120-CV30-X80-H230-6.2,"-96,6","123,6",0.0,96.6,123.6,0.0,C30/37,L500,T-K-M11.1-VV1-REI120-CV30-X80-H230-L500-6.2,T,K,M11.1,VV1,REI120,CV30,X80,H230,6.2
T-K-M11.1-VV1-REI120-CV30-X80-H230-6.2,"-96,6","-61,8",0.0,96.6,0.0,61.8,C30/37,L500,T-K-M11.1-VV1-REI120-CV30-X80-H230-L500-6.2,T,K,M11.1,VV1,REI120,CV30,X80,H230,6.2
T-K-M7-V1-REI120-CV50-X80-H250-6.2,"-64,5","92,7",0.0,64.5,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV50-X80-H250-L1000-6.2,T,K,M7,V1,REI120,CV50,X80,H250,6.2
T-K-M7-V2-REI120-CV50-X80-H250-6.2,"-64,5","123,6",0.0,64.5,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV50-X80-H250-L1000-6.2,T,K,M7,V2,REI120,CV50,X80,H250,6.2
T-K-M7-VV1-REI120-CV50-X80-H250-6.2,"-64,5","108,2",0.0,64.5,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV50-X80-H250-L1000-6.2,T,K,M7,VV1,REI120,CV50,X80,H250,6.2
T-K-M7-VV1-REI120-CV50-X80-H250-6.2,"-64,5","-61,8",0.0,64.5,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV50-X80-H250-L1000-6.2,T,K,M7,VV1,REI120,CV50,X80,H250,6.2
T-K-M8-V1-REI120-CV50-X80-H250-6.2,"-72,3","108,2",0.0,72.3,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV50-X80-H250-L1000-6.2,T,K,M8,V1,REI120,CV50,X80,H250,6.2
T-K-M8-V2-REI120-CV50-X80-H250-6.2,"-72,3","123,6",0.0,72.3,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV50-X80-H250-L1000-6.2,T,K,M8,V2,REI120,CV50,X80,H250,6.2
T-K-M8-VV1-REI120-CV50-X80-H250-6.2,"-72,3","108,2",0.0,72.3,108.2,0.0,C25/30,L1000,T-K-M8-VV1-REI120-CV50-X80-H250-L1000-6.2,T,K,M8,VV1,REI120,CV50,X80,H250,6.2
T-K-M8-VV1-REI120-CV50-X80-H250-6.2,"-72,3","-61,8",0.0,72.3,0.0,61.8,C25/30,L1000,T-K-M8-VV1-REI120-CV50-X80-H250-L1000-6.2,T,K,M8,VV1,REI120,CV50,X80,H250,6.2
T-K-M9-V1-REI120-CV50-X80-H250-6.2,"-79,4","108,2",0.0,79.4,108.2,0.0,C25/30,L1000,T-K-M9-V1-REI120-CV50-X80-H250-L1000-6.2,T,K,M9,V1,REI120,CV50,X80,H250,6.2
T-K-M9-V2-REI120-CV50-X80-H250-6.2,"-79,4","123,6",0.0,79.4,123.6,0.0,C25/30,L1000,T-K-M9-V2-REI120-CV50-X80-H250-L1000-6.2,T,K,M9,V2,REI120,CV50,X80,H250,6.2
T-K-M9-VV1-REI120-CV50-X80-H250-6.2,"-79,4","108,2",0.0,79.4,108.2,0.0,C25/30,L1000,T-K-M9-VV1-REI120-CV50-X80-H250-L1000-6.2,T,K,M9,VV1,REI120,CV50,X80,H250,6.2
T-K-M9-VV1-REI120-CV50-X80-H250-6.2,"-79,4","-61,8",0.0,79.4,0.0,61.8,C25/30,L1000,T-K-M9-VV1-REI120-CV50-X80-H250-L1000-6.2,T,K,M9,VV1,REI120,CV50,X80,H250,6.2
T-K-M10-V1-REI120-CV50-X80-H250-6.2,"-89,3","123,6",0.0,89.3,123.6,0.0,C25/30,L1000,T-K-M10-V1-REI120-CV50-X80-H250-L1000-6.2,T,K,M10,V1,REI120,CV50,X80,H250,6.2
T-K-M10-V2-REI120-CV50-X80-H250-6.2,"-89,3","139,1",0.0,89.3,139.1,0.0,C25/30,L1000,T-K-M10-V2-REI120-CV50-X80-H250-L1000-6.2,T,K,M10,V2,REI120,CV50,X80,H250,6.2
T-K-M10-VV1-REI120-CV50-X80-H250-6.2,"-89,3","123,6",0.0,89.3,123.6,0.0,C25/30,L1000,T-K-M10-VV1-REI120-CV50-X80-H250-L1000-6.2,T,K,M10,VV1,REI120,CV50,X80,H250,6.2
T-K-M10-VV1-REI120-CV50-X80-H250-6.2,"-89,3","-61,8",0.0,89.3,0.0,61.8,C25/30,L1000,T-K-M10-VV1-REI120-CV50-X80-H250-L1000-6.2,T,K,M10,VV1,REI120,CV50,X80,H250,6.2
T-K-M11-V1-REI120-CV50-X80-H250-6.2,"-89,3","139,1",0.0,89.3,139.1,0.0,C25/30,L500,T-K-M11-V1-REI120-CV50-X80-H250-L500-6.2,T,K,M11,V1,REI120,CV50,X80,H250,6.2
T-K-M11-VV1-REI120-CV50-X80-H250-6.2,"-89,3","123,6",0.0,89.3,123.6,0.0,C25/30,L500,T-K-M11-VV1-REI120-CV50-X80-H250-L500-6.2,T,K,M11,VV1,REI120,CV50,X80,H250,6.2
T-K-M11-VV1-REI120-CV50-X80-H250-6.2,"-89,3","-61,8",0.0,89.3,0.0,61.8,C25/30,L500,T-K-M11-VV1-REI120-CV50-X80-H250-L500-6.2,T,K,M11,VV1,REI120,CV50,X80,H250,6.2
T-K-M11.1-V1-REI120-CV50-X80-H250-6.2,"-96,6","139,1",0.0,96.6,139.1,0.0,C30/37,L500,T-K-M11.1-V1-REI120-CV50-X80-H250-L500-6.2,T,K,M11.1,V1,REI120,CV50,X80,H250,6.2
T-K-M11.1-VV1-REI120-CV50-X80-H250-6.2,"-96,6","123,6",0.0,96.6,123.6,0.0,C30/37,L500,T-K-M11.1-VV1-REI120-CV50-X80-H250-L500-6.2,T,K,M11.1,VV1,REI120,CV50,X80,H250,6.2
T-K-M11.1-VV1-REI120-CV50-X80-H250-6.2,"-96,6","-61,8",0.0,96.6,0.0,61.8,C30/37,L500,T-K-M11.1-VV1-REI120-CV50-X80-H250-L500-6.2,T,K,M11.1,VV1,REI120,CV50,X80,H250,6.2
T-K-M7-V1-REI120-CV35-X80-H240-6.2,"-66,8","92,7",0.0,66.8,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV35-X80-H240-L1000-6.2,T,K,M7,V1,REI120,CV35,X80,H240,6.2
T-K-M7-V2-REI120-CV35-X80-H240-6.2,"-66,8","123,6",0.0,66.8,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV35-X80-H240-L1000-6.2,T,K,M7,V2,REI120,CV35,X80,H240,6.2
T-K-M7-VV1-REI120-CV35-X80-H240-6.2,"-66,8","108,2",0.0,66.8,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV35-X80-H240-L1000-6.2,T,K,M7,VV1,REI120,CV35,X80,H240,6.2
T-K-M7-VV1-REI120-CV35-X80-H240-6.2,"-66,8","-61,8",0.0,66.8,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV35-X80-H240-L1000-6.2,T,K,M7,VV1,REI120,CV35,X80,H240,6.2
T-K-M8-V1-REI120-CV35-X80-H240-6.2,"-74,7","108,2",0.0,74.7,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV35-X80-H240-L1000-6.2,T,K,M8,V1,REI120,CV35,X80,H240,6.2
T-K-M8-V2-REI120-CV35-X80-H240-6.2,"-74,7","123,6",0.0,74.7,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV35-X80-H240-L1000-6.2,T,K,M8,V2,REI120,CV35,X80,H240,6.2
T-K-M8-VV1-REI120-CV35-X80-H240-6.2,"-74,7","108,2",0.0,74.7,108.2,0.0,C25/30,L1000,T-K-M8-VV1-REI120-CV35-X80-H240-L1000-6.2,T,K,M8,VV1,REI120,CV35,X80,H240,6.2
T-K-M8-VV1-REI120-CV35-X80-H240-6.2,"-74,7","-61,8",0.0,74.7,0.0,61.8,C25/30,L1000,T-K-M8-VV1-REI120-CV35-X80-H240-L1000-6.2,T,K,M8,VV1,REI120,CV35,X80,H240,6.2
T-K-M9-V1-REI120-CV35-X80-H240-6.2,"-81,9","108,2",0.0,81.9,108.2,0.0,C25/30,L1000,T-K-M9-V1-REI120-CV35-X80-H240-L1000-6.2,T,K,M9,V1,REI120,CV35,X80,H240,6.2
T-K-M9-V2-REI120-CV35-X80-H240-6.2,"-81,9","123,6",0.0,81.9,123.6,0.0,C25/30,L1000,T-K-M9-V2-REI120-CV35-X80-H240-L1000-6.2,T,K,M9,V2,REI120,CV35,X80,H240,6.2
T-K-M9-VV1-REI120-CV35-X80-H240-6.2,"-81,9","108,2",0.0,81.9,108.2,0.0,C25/30,L1000,T-K-M9-VV1-REI120-CV35-X80-H240-L1000-6.2,T,K,M9,VV1,REI120,CV35,X80,H240,6.2
T-K-M9-VV1-REI120-CV35-X80-H240-6.2,"-81,9","-61,8",0.0,81.9,0.0,61.8,C25/30,L1000,T-K-M9-VV1-REI120-CV35-X80-H240-L1000-6.2,T,K,M9,VV1,REI120,CV35,X80,H240,6.2
T-K-M10-V1-REI120-CV35-X80-H240-6.2,"-92,2","123,6",0.0,92.2,123.6,0.0,C25/30,L1000,T-K-M10-V1-REI120-CV35-X80-H240-L1000-6.2,T,K,M10,V1,REI120,CV35,X80,H240,6.2
T-K-M10-V2-REI120-CV35-X80-H240-6.2,"-92,2","139,1",0.0,92.2,139.1,0.0,C25/30,L1000,T-K-M10-V2-REI120-CV35-X80-H240-L1000-6.2,T,K,M10,V2,REI120,CV35,X80,H240,6.2
T-K-M10-VV1-REI120-CV35-X80-H240-6.2,"-92,2","123,6",0.0,92.2,123.6,0.0,C25/30,L1000,T-K-M10-VV1-REI120-CV35-X80-H240-L1000-6.2,T,K,M10,VV1,REI120,CV35,X80,H240,6.2
T-K-M10-VV1-REI120-CV35-X80-H240-6.2,"-92,2","-61,8",0.0,92.2,0.0,61.8,C25/30,L1000,T-K-M10-VV1-REI120-CV35-X80-H240-L1000-6.2,T,K,M10,VV1,REI120,CV35,X80,H240,6.2
T-K-M11-V1-REI120-CV35-X80-H240-6.2,"-92,2","139,1",0.0,92.2,139.1,0.0,C25/30,L500,T-K-M11-V1-REI120-CV35-X80-H240-L500-6.2,T,K,M11,V1,REI120,CV35,X80,H240,6.2
T-K-M11-VV1-REI120-CV35-X80-H240-6.2,"-92,2","123,6",0.0,92.2,123.6,0.0,C25/30,L500,T-K-M11-VV1-REI120-CV35-X80-H240-L500-6.2,T,K,M11,VV1,REI120,CV35,X80,H240,6.2
T-K-M11-VV1-REI120-CV35-X80-H240-6.2,"-92,2","-61,8",0.0,92.2,0.0,61.8,C25/30,L500,T-K-M11-VV1-REI120-CV35-X80-H240-L500-6.2,T,K,M11,VV1,REI120,CV35,X80,H240,6.2
T-K-M11.1-V1-REI120-CV35-X80-H240-6.2,"-99,7","139,1",0.0,99.7,139.1,0.0,C30/37,L500,T-K-M11.1-V1-REI120-CV35-X80-H240-L500-6.2,T,K,M11.1,V1,REI120,CV35,X80,H240,6.2
T-K-M11.1-VV1-REI120-CV35-X80-H240-6.2,"-99,7","123,6",0.0,99.7,123.6,0.0,C30/37,L500,T-K-M11.1-VV1-REI120-CV35-X80-H240-L500-6.2,T,K,M11.1,VV1,REI120,CV35,X80,H240,6.2
T-K-M11.1-VV1-REI120-CV35-X80-H240-6.2,"-99,7","-61,8",0.0,99.7,0.0,61.8,C30/37,L500,T-K-M11.1-VV1-REI120-CV35-X80-H240-L500-6.2,T,K,M11.1,VV1,REI120,CV35,X80,H240,6.2
T-K-M7-V1-REI120-CV30-X80-H240-6.2,"-68,9","92,7",0.0,68.9,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV30-X80-H240-L1000-6.2,T,K,M7,V1,REI120,CV30,X80,H240,6.2
T-K-M7-V2-REI120-CV30-X80-H240-6.2,"-68,9","123,6",0.0,68.9,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV30-X80-H240-L1000-6.2,T,K,M7,V2,REI120,CV30,X80,H240,6.2
T-K-M7-VV1-REI120-CV30-X80-H240-6.2,"-68,9","108,2",0.0,68.9,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV30-X80-H240-L1000-6.2,T,K,M7,VV1,REI120,CV30,X80,H240,6.2
T-K-M7-VV1-REI120-CV30-X80-H240-6.2,"-68,9","-61,8",0.0,68.9,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV30-X80-H240-L1000-6.2,T,K,M7,VV1,REI120,CV30,X80,H240,6.2
T-K-M8-V1-REI120-CV30-X80-H240-6.2,"-77,1","108,2",0.0,77.1,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV30-X80-H240-L1000-6.2,T,K,M8,V1,REI120,CV30,X80,H240,6.2
T-K-M8-V2-REI120-CV30-X80-H240-6.2,"-77,1","123,6",0.0,77.1,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV30-X80-H240-L1000-6.2,T,K,M8,V2,REI120,CV30,X80,H240,6.2
T-K-M8-VV1-REI120-CV30-X80-H240-6.2,"-77,1","108,2",0.0,77.1,108.2,0.0,C25/30,L1000,T-K-M8-VV1-REI120-CV30-X80-H240-L1000-6.2,T,K,M8,VV1,REI120,CV30,X80,H240,6.2
T-K-M8-VV1-REI120-CV30-X80-H240-6.2,"-77,1","-61,8",0.0,77.1,0.0,61.8,C25/30,L1000,T-K-M8-VV1-REI120-CV30-X80-H240-L1000-6.2,T,K,M8,VV1,REI120,CV30,X80,H240,6.2
T-K-M9-V1-REI120-CV30-X80-H240-6.2,"-84,5","108,2",0.0,84.5,108.2,0.0,C25/30,L1000,T-K-M9-V1-REI120-CV30-X80-H240-L1000-6.2,T,K,M9,V1,REI120,CV30,X80,H240,6.2
T-K-M9-V2-REI120-CV30-X80-H240-6.2,"-84,5","123,6",0.0,84.5,123.6,0.0,C25/30,L1000,T-K-M9-V2-REI120-CV30-X80-H240-L1000-6.2,T,K,M9,V2,REI120,CV30,X80,H240,6.2
T-K-M9-VV1-REI120-CV30-X80-H240-6.2,"-84,5","108,2",0.0,84.5,108.2,0.0,C25/30,L1000,T-K-M9-VV1-REI120-CV30-X80-H240-L1000-6.2,T,K,M9,VV1,REI120,CV30,X80,H240,6.2
T-K-M9-VV1-REI120-CV30-X80-H240-6.2,"-84,5","-61,8",0.0,84.5,0.0,61.8,C25/30,L1000,T-K-M9-VV1-REI120-CV30-X80-H240-L1000-6.2,T,K,M9,VV1,REI120,CV30,X80,H240,6.2
T-K-M10-V1-REI120-CV30-X80-H240-6.2,"-95,0","123,6",0.0,95.0,123.6,0.0,C25/30,L1000,T-K-M10-V1-REI120-CV30-X80-H240-L1000-6.2,T,K,M10,V1,REI120,CV30,X80,H240,6.2
T-K-M10-V2-REI120-CV30-X80-H240-6.2,"-95,0","139,1",0.0,95.0,139.1,0.0,C25/30,L1000,T-K-M10-V2-REI120-CV30-X80-H240-L1000-6.2,T,K,M10,V2,REI120,CV30,X80,H240,6.2
T-K-M10-VV1-REI120-CV30-X80-H240-6.2,"-95,0","123,6",0.0,95.0,123.6,0.0,C25/30,L1000,T-K-M10-VV1-REI120-CV30-X80-H240-L1000-6.2,T,K,M10,VV1,REI120,CV30,X80,H240,6.2
T-K-M10-VV1-REI120-CV30-X80-H240-6.2,"-95,0","-61,8",0.0,95.0,0.0,61.8,C25/30,L1000,T-K-M10-VV1-REI120-CV30-X80-H240-L1000-6.2,T,K,M10,VV1,REI120,CV30,X80,H240,6.2
T-K-M11-V1-REI120-CV30-X80-H240-6.2,"-95,0","139,1",0.0,95.0,139.1,0.0,C25/30,L500,T-K-M11-V1-REI120-CV30-X80-H240-L500-6.2,T,K,M11,V1,REI120,CV30,X80,H240,6.2
T-K-M11-VV1-REI120-CV30-X80-H240-6.2,"-95,0","123,6",0.0,95.0,123.6,0.0,C25/30,L500,T-K-M11-VV1-REI120-CV30-X80-H240-L500-6.2,T,K,M11,VV1,REI120,CV30,X80,H240,6.2
T-K-M11-VV1-REI120-CV30-X80-H240-6.2,"-95,0","-61,8",0.0,95.0,0.0,61.8,C25/30,L500,T-K-M11-VV1-REI120-CV30-X80-H240-L500-6.2,T,K,M11,VV1,REI120,CV30,X80,H240,6.2
T-K-M11.1-V1-REI120-CV30-X80-H240-6.2,"-102,8","139,1",0.0,102.8,139.1,0.0,C30/37,L500,T-K-M11.1-V1-REI120-CV30-X80-H240-L500-6.2,T,K,M11.1,V1,REI120,CV30,X80,H240,6.2
T-K-M11.1-VV1-REI120-CV30-X80-H240-6.2,"-102,8","123,6",0.0,102.8,123.6,0.0,C30/37,L500,T-K-M11.1-VV1-REI120-CV30-X80-H240-L500-6.2,T,K,M11.1,VV1,REI120,CV30,X80,H240,6.2
T-K-M11.1-VV1-REI120-CV30-X80-H240-6.2,"-102,8","-61,8",0.0,102.8,0.0,61.8,C30/37,L500,T-K-M11.1-VV1-REI120-CV30-X80-H240-L500-6.2,T,K,M11.1,VV1,REI120,CV30,X80,H240,6.2
T-K-M7-V1-REI120-CV35-X80-H250-6.2,"-71,2","92,7",0.0,71.2,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV35-X80-H250-L1000-6.2,T,K,M7,V1,REI120,CV35,X80,H250,6.2
T-K-M7-V2-REI120-CV35-X80-H250-6.2,"-71,2","123,6",0.0,71.2,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV35-X80-H250-L1000-6.2,T,K,M7,V2,REI120,CV35,X80,H250,6.2
T-K-M7-VV1-REI120-CV35-X80-H250-6.2,"-71,2","108,2",0.0,71.2,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV35-X80-H250-L1000-6.2,T,K,M7,VV1,REI120,CV35,X80,H250,6.2
T-K-M7-VV1-REI120-CV35-X80-H250-6.2,"-71,2","-61,8",0.0,71.2,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV35-X80-H250-L1000-6.2,T,K,M7,VV1,REI120,CV35,X80,H250,6.2
T-K-M8-V1-REI120-CV35-X80-H250-6.2,"-79,4","108,2",0.0,79.4,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV35-X80-H250-L1000-6.2,T,K,M8,V1,REI120,CV35,X80,H250,6.2
T-K-M8-V2-REI120-CV35-X80-H250-6.2,"-79,4","123,6",0.0,79.4,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV35-X80-H250-L1000-6.2,T,K,M8,V2,REI120,CV35,X80,H250,6.2
T-K-M8-VV1-REI120-CV35-X80-H250-6.2,"-79,4","108,2",0.0,79.4,108.2,0.0,C25/30,L1000,T-K-M8-VV1-REI120-CV35-X80-H250-L1000-6.2,T,K,M8,VV1,REI120,CV35,X80,H250,6.2
T-K-M8-VV1-REI120-CV35-X80-H250-6.2,"-79,4","-61,8",0.0,79.4,0.0,61.8,C25/30,L1000,T-K-M8-VV1-REI120-CV35-X80-H250-L1000-6.2,T,K,M8,VV1,REI120,CV35,X80,H250,6.2
T-K-M9-V1-REI120-CV35-X80-H250-6.2,"-87,0","108,2",0.0,87.0,108.2,0.0,C25/30,L1000,T-K-M9-V1-REI120-CV35-X80-H250-L1000-6.2,T,K,M9,V1,REI120,CV35,X80,H250,6.2
T-K-M9-V2-REI120-CV35-X80-H250-6.2,"-87,0","123,6",0.0,87.0,123.6,0.0,C25/30,L1000,T-K-M9-V2-REI120-CV35-X80-H250-L1000-6.2,T,K,M9,V2,REI120,CV35,X80,H250,6.2
T-K-M9-VV1-REI120-CV35-X80-H250-6.2,"-87,0","108,2",0.0,87.0,108.2,0.0,C25/30,L1000,T-K-M9-VV1-REI120-CV35-X80-H250-L1000-6.2,T,K,M9,VV1,REI120,CV35,X80,H250,6.2
T-K-M9-VV1-REI120-CV35-X80-H250-6.2,"-87,0","-61,8",0.0,87.0,0.0,61.8,C25/30,L1000,T-K-M9-VV1-REI120-CV35-X80-H250-L1000-6.2,T,K,M9,VV1,REI120,CV35,X80,H250,6.2
T-K-M10-V1-REI120-CV35-X80-H250-6.2,"-97,9","123,6",0.0,97.9,123.6,0.0,C25/30,L1000,T-K-M10-V1-REI120-CV35-X80-H250-L1000-6.2,T,K,M10,V1,REI120,CV35,X80,H250,6.2
T-K-M10-V2-REI120-CV35-X80-H250-6.2,"-97,9","139,1",0.0,97.9,139.1,0.0,C25/30,L1000,T-K-M10-V2-REI120-CV35-X80-H250-L1000-6.2,T,K,M10,V2,REI120,CV35,X80,H250,6.2
T-K-M10-VV1-REI120-CV35-X80-H250-6.2,"-97,9","123,6",0.0,97.9,123.6,0.0,C25/30,L1000,T-K-M10-VV1-REI120-CV35-X80-H250-L1000-6.2,T,K,M10,VV1,REI120,CV35,X80,H250,6.2
T-K-M10-VV1-REI120-CV35-X80-H250-6.2,"-97,9","-61,8",0.0,97.9,0.0,61.8,C25/30,L1000,T-K-M10-VV1-REI120-CV35-X80-H250-L1000-6.2,T,K,M10,VV1,REI120,CV35,X80,H250,6.2
T-K-M11-V1-REI120-CV35-X80-H250-6.2,"-97,9","139,1",0.0,97.9,139.1,0.0,C25/30,L500,T-K-M11-V1-REI120-CV35-X80-H250-L500-6.2,T,K,M11,V1,REI120,CV35,X80,H250,6.2
T-K-M11-VV1-REI120-CV35-X80-H250-6.2,"-97,9","123,6",0.0,97.9,123.6,0.0,C25/30,L500,T-K-M11-VV1-REI120-CV35-X80-H250-L500-6.2,T,K,M11,VV1,REI120,CV35,X80,H250,6.2
T-K-M11-VV1-REI120-CV35-X80-H250-6.2,"-97,9","-61,8",0.0,97.9,0.0,61.8,C25/30,L500,T-K-M11-VV1-REI120-CV35-X80-H250-L500-6.2,T,K,M11,VV1,REI120,CV35,X80,H250,6.2
T-K-M11.1-V1-REI120-CV35-X80-H250-6.2,"-105,9","139,1",0.0,105.9,139.1,0.0,C30/37,L500,T-K-M11.1-V1-REI120-CV35-X80-H250-L500-6.2,T,K,M11.1,V1,REI120,CV35,X80,H250,6.2
T-K-M11.1-VV1-REI120-CV35-X80-H250-6.2,"-105,9","123,6",0.0,105.9,123.6,0.0,C30/37,L500,T-K-M11.1-VV1-REI120-CV35-X80-H250-L500-6.2,T,K,M11.1,VV1,REI120,CV35,X80,H250,6.2
T-K-M11.1-VV1-REI120-CV35-X80-H250-6.2,"-105,9","-61,8",0.0,105.9,0.0,61.8,C30/37,L500,T-K-M11.1-VV1-REI120-CV35-X80-H250-L500-6.2,T,K,M11.1,VV1,REI120,CV35,X80,H250,6.2
T-K-M7-V1-REI120-CV30-X80-H250-6.2,"-73,4","92,7",0.0,73.4,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV30-X80-H250-L1000-6.2,T,K,M7,V1,REI120,CV30,X80,H250,6.2
T-K-M7-V2-REI120-CV30-X80-H250-6.2,"-73,4","123,6",0.0,73.4,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV30-X80-H250-L1000-6.2,T,K,M7,V2,REI120,CV30,X80,H250,6.2
T-K-M7-VV1-REI120-CV30-X80-H250-6.2,"-73,4","108,2",0.0,73.4,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV30-X80-H250-L1000-6.2,T,K,M7,VV1,REI120,CV30,X80,H250,6.2
T-K-M7-VV1-REI120-CV30-X80-H250-6.2,"-73,4","-61,8",0.0,73.4,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV30-X80-H250-L1000-6.2,T,K,M7,VV1,REI120,CV30,X80,H250,6.2
T-K-M8-V1-REI120-CV30-X80-H250-6.2,"-81,7","108,2",0.0,81.7,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV30-X80-H250-L1000-6.2,T,K,M8,V1,REI120,CV30,X80,H250,6.2
T-K-M8-V2-REI120-CV30-X80-H250-6.2,"-81,7","123,6",0.0,81.7,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV30-X80-H250-L1000-6.2,T,K,M8,V2,REI120,CV30,X80,H250,6.2
T-K-M8-VV1-REI120-CV30-X80-H250-6.2,"-81,7","108,2",0.0,81.7,108.2,0.0,C25/30,L1000,T-K-M8-VV1-REI120-CV30-X80-H250-L1000-6.2,T,K,M8,VV1,REI120,CV30,X80,H250,6.2
T-K-M8-VV1-REI120-CV30-X80-H250-6.2,"-81,7","-61,8",0.0,81.7,0.0,61.8,C25/30,L1000,T-K-M8-VV1-REI120-CV30-X80-H250-L1000-6.2,T,K,M8,VV1,REI120,CV30,X80,H250,6.2
T-K-M9-V1-REI120-CV30-X80-H250-6.2,"-89,6","108,2",0.0,89.6,108.2,0.0,C25/30,L1000,T-K-M9-V1-REI120-CV30-X80-H250-L1000-6.2,T,K,M9,V1,REI120,CV30,X80,H250,6.2
T-K-M9-V2-REI120-CV30-X80-H250-6.2,"-89,6","123,6",0.0,89.6,123.6,0.0,C25/30,L1000,T-K-M9-V2-REI120-CV30-X80-H250-L1000-6.2,T,K,M9,V2,REI120,CV30,X80,H250,6.2
T-K-M9-VV1-REI120-CV30-X80-H250-6.2,"-89,6","108,2",0.0,89.6,108.2,0.0,C25/30,L1000,T-K-M9-VV1-REI120-CV30-X80-H250-L1000-6.2,T,K,M9,VV1,REI120,CV30,X80,H250,6.2
T-K-M9-VV1-REI120-CV30-X80-H250-6.2,"-89,6","-61,8",0.0,89.6,0.0,61.8,C25/30,L1000,T-K-M9-VV1-REI120-CV30-X80-H250-L1000-6.2,T,K,M9,VV1,REI120,CV30,X80,H250,6.2
T-K-M10-V1-REI120-CV30-X80-H250-6.2,"-100,7","123,6",0.0,100.7,123.6,0.0,C25/30,L1000,T-K-M10-V1-REI120-CV30-X80-H250-L1000-6.2,T,K,M10,V1,REI120,CV30,X80,H250,6.2
