Encoded,mRd,vRd,mRd_plus,mRd_minus,vRd_plus,vRd_minus,C,Length,product_name,Thickness,Type,M-type,V-type,REI-type,CV-type,X-type,Height,Type Number
T-K-M10-V2-REI120-CV30-X80-H250-6.2,"-100,7","139,1",0.0,100.7,139.1,0.0,C25/30,L1000,T-K-M10-V2-REI120-CV30-X80-H250-L1000-6.2,T,K,M10,V2,REI120,CV30,X80,H250,6.2
T-K-M10-VV1-REI120-CV30-X80-H250-6.2,"-100,7","123,6",0.0,100.7,123.6,0.0,C25/30,L1000,T-K-M10-VV1-REI120-CV30-X80-H250-L1000-6.2,T,K,M10,VV1,REI120,CV30,X80,H250,6.2
T-K-M10-VV1-REI120-CV30-X80-H250-6.2,"-100,7","-61,8",0.0,100.7,0.0,61.8,C25/30,L1000,T-K-M10-VV1-REI120-CV30-X80-H250-L1000-6.2,T,K,M10,VV1,REI120,CV30,X80,H250,6.2
T-K-M11-V1-REI120-CV30-X80-H250-6.2,"-100,7","139,1",0.0,100.7,139.1,0.0,C25/30,L500,T-K-M11-V1-REI120-CV30-X80-H250-L500-6.2,T,K,M11,V1,REI120,CV30,X80,H250,6.2
T-K-M11-VV1-REI120-CV30-X80-H250-6.2,"-100,7","123,6",0.0,100.7,123.6,0.0,C25/30,L500,T-K-M11-VV1-REI120-CV30-X80-H250-L500-6.2,T,K,M11,VV1,REI120,CV30,X80,H250,6.2
T-K-M11-VV1-REI120-CV30-X80-H250-6.2,"-100,7","-61,8",0.0,100.7,0.0,61.8,C25/30,L500,T-K-M11-VV1-REI120-CV30-X80-H250-L500-6.2,T,K,M11,VV1,REI120,CV30,X80,H250,6.2
T-K-M11.1-V1-REI120-CV30-X80-H250-6.2,"-109,0","139,1",0.0,109.0,139.1,0.0,C30/37,L500,T-K-M11.1-V1-REI120-CV30-X80-H250-L500-6.2,T,K,M11.1,V1,REI120,CV30,X80,H250,6.2
T-K-M11.1-VV1-REI120-CV30-X80-H250-6.2,"-109,0","123,6",0.0,109.0,123.6,0.0,C30/37,L500,T-K-M11.1-VV1-REI120-CV30-X80-H250-L500-6.2,T,K,M11.1,VV1,REI120,CV30,X80,H250,6.2
T-K-M11.1-VV1-REI120-CV30-X80-H250-6.2,"-109,0","-61,8",0.0,109.0,0.0,61.8,C30/37,L500,T-K-M11.1-VV1-REI120-CV30-X80-H250-L500-6.2,T,K,M11.1,VV1,REI120,CV30,X80,H250,6.2
T-K-M12-V1-REI120-CV35-X80-H180-6.1,"-29,9","72,4",0.0,29.9,72.4,0.0,C25/30,L500,T-K-M12-V1-REI120-CV35-X80-H180-L500-6.1,T,K,M12,V1,REI120,CV35,X80,H180,6.1
T-K-M12-V2-REI120-CV35-X80-H180-6.1,"-29,9","104,3",0.0,29.9,104.3,0.0,C25/30,L500,T-K-M12-V2-REI120-CV35-X80-H180-L500-6.1,T,K,M12,V2,REI120,CV35,X80,H180,6.1
T-K-M12-V3-REI120-CV35-X80-H180-6.1,"-29,9","142,0",0.0,29.9,142.0,0.0,C25/30,L500,T-K-M12-V3-REI120-CV35-X80-H180-L500-6.1,T,K,M12,V3,REI120,CV35,X80,H180,6.1
T-K-M12.2-V1-REI120-CV35-X80-H180-6.1,"-59,8","144,8",0.0,59.8,144.8,0.0,C25/30,L500,T-K-M12.2-V1-REI120-CV35-X80-H180-L500-6.1,T,K,M12.2,V1,REI120,CV35,X80,H180,6.1
T-K-M12.2-V2-REI120-CV35-X80-H180-6.1,"-59,8","208,6",0.0,59.8,208.6,0.0,C25/30,L500,T-K-M12.2-V2-REI120-CV35-X80-H180-L500-6.1,T,K,M12.2,V2,REI120,CV35,X80,H180,6.1
T-K-M12.2-V3-REI120-CV35-X80-H180-6.1,"-59,8","284,0",0.0,59.8,284.0,0.0,C25/30,L500,T-K-M12.2-V3-REI120-CV35-X80-H180-L500-6.1,T,K,M12.2,V3,REI120,CV35,X80,H180,6.1
T-K-M13-V1-REI120-CV35-X80-H180-6.1,"-43,3","72,4",0.0,43.3,72.4,0.0,C25/30,L500,T-K-M13-V1-REI120-CV35-X80-H180-L500-6.1,T,K,M13,V1,REI120,CV35,X80,H180,6.1
T-K-M13-V2-REI120-CV35-X80-H180-6.1,"-43,3","104,3",0.0,43.3,104.3,0.0,C25/30,L500,T-K-M13-V2-REI120-CV35-X80-H180-L500-6.1,T,K,M13,V2,REI120,CV35,X80,H180,6.1
T-K-M13-V3-REI120-CV35-X80-H180-6.1,"-43,3","142,0",0.0,43.3,142.0,0.0,C25/30,L500,T-K-M13-V3-REI120-CV35-X80-H180-L500-6.1,T,K,M13,V3,REI120,CV35,X80,H180,6.1
T-K-M13.2-V1-REI120-CV35-X80-H180-6.1,"-86,6","144,8",0.0,86.6,144.8,0.0,C25/30,L500,T-K-M13.2-V1-REI120-CV35-X80-H180-L500-6.1,T,K,M13.2,V1,REI120,CV35,X80,H180,6.1
T-K-M13.2-V2-REI120-CV35-X80-H180-6.1,"-86,6","208,6",0.0,86.6,208.6,0.0,C25/30,L500,T-K-M13.2-V2-REI120-CV35-X80-H180-L500-6.1,T,K,M13.2,V2,REI120,CV35,X80,H180,6.1
T-K-M13.2-V3-REI120-CV35-X80-H180-6.1,"-86,6","284,0",0.0,86.6,284.0,0.0,C25/30,L500,T-K-M13.2-V3-REI120-CV35-X80-H180-L500-6.1,T,K,M13.2,V3,REI120,CV35,X80,H180,6.1
T-K-M14-V1-REI120-CV35-X80-H180-6.1,"-50,5","72,4",0.0,50.5,72.4,0.0,C25/30,L500,T-K-M14-V1-REI120-CV35-X80-H180-L500-6.1,T,K,M14,V1,REI120,CV35,X80,H180,6.1
T-K-M14-V2-REI120-CV35-X80-H180-6.1,"-50,5","104,3",0.0,50.5,104.3,0.0,C25/30,L500,T-K-M14-V2-REI120-CV35-X80-H180-L500-6.1,T,K,M14,V2,REI120,CV35,X80,H180,6.1
T-K-M14-V3-REI120-CV35-X80-H180-6.1,"-50,5","142,0",0.0,50.5,142.0,0.0,C25/30,L500,T-K-M14-V3-REI120-CV35-X80-H180-L500-6.1,T,K,M14,V3,REI120,CV35,X80,H180,6.1
T-K-M14.2-V1-REI120-CV35-X80-H180-6.1,"-101,0","144,8",0.0,101.0,144.8,0.0,C25/30,L500,T-K-M14.2-V1-REI120-CV35-X80-H180-L500-6.1,T,K,M14.2,V1,REI120,CV35,X80,H180,6.1
T-K-M14.2-V2-REI120-CV35-X80-H180-6.1,"-101,0","208,6",0.0,101.0,208.6,0.0,C25/30,L500,T-K-M14.2-V2-REI120-CV35-X80-H180-L500-6.1,T,K,M14.2,V2,REI120,CV35,X80,H180,6.1
T-K-M14.2-V3-REI120-CV35-X80-H180-6.1,"-101,0","284,0",0.0,101.0,284.0,0.0,C25/30,L500,T-K-M14.2-V3-REI120-CV35-X80-H180-L500-6.1,T,K,M14.2,V3,REI120,CV35,X80,H180,6.1
T-K-M12-V1-REI120-CV30-X80-H180-6.1,"-31,7","72,4",0.0,31.7,72.4,0.0,C25/30,L500,T-K-M12-V1-REI120-CV30-X80-H180-L500-6.1,T,K,M12,V1,REI120,CV30,X80,H180,6.1
T-K-M12-V2-REI120-CV30-X80-H180-6.1,"-31,7","104,3",0.0,31.7,104.3,0.0,C25/30,L500,T-K-M12-V2-REI120-CV30-X80-H180-L500-6.1,T,K,M12,V2,REI120,CV30,X80,H180,6.1
T-K-M12-V3-REI120-CV30-X80-H180-6.1,"-31,7","142,0",0.0,31.7,142.0,0.0,C25/30,L500,T-K-M12-V3-REI120-CV30-X80-H180-L500-6.1,T,K,M12,V3,REI120,CV30,X80,H180,6.1
T-K-M12.2-V1-REI120-CV30-X80-H180-6.1,"-63,4","144,8",0.0,63.4,144.8,0.0,C25/30,L500,T-K-M12.2-V1-REI120-CV30-X80-H180-L500-6.1,T,K,M12.2,V1,REI120,CV30,X80,H180,6.1
T-K-M12.2-V2-REI120-CV30-X80-H180-6.1,"-63,4","208,6",0.0,63.4,208.6,0.0,C25/30,L500,T-K-M12.2-V2-REI120-CV30-X80-H180-L500-6.1,T,K,M12.2,V2,REI120,CV30,X80,H180,6.1
T-K-M12.2-V3-REI120-CV30-X80-H180-6.1,"-63,4","284,0",0.0,63.4,284.0,0.0,C25/30,L500,T-K-M12.2-V3-REI120-CV30-X80-H180-L500-6.1,T,K,M12.2,V3,REI120,CV30,X80,H180,6.1
T-K-M13-V1-REI120-CV30-X80-H180-6.1,"-45,4","72,4",0.0,45.4,72.4,0.0,C25/30,L500,T-K-M13-V1-REI120-CV30-X80-H180-L500-6.1,T,K,M13,V1,REI120,CV30,X80,H180,6.1
T-K-M13-V2-REI120-CV30-X80-H180-6.1,"-45,4","104,3",0.0,45.4,104.3,0.0,C25/30,L500,T-K-M13-V2-REI120-CV30-X80-H180-L500-6.1,T,K,M13,V2,REI120,CV30,X80,H180,6.1
T-K-M13-V3-REI120-CV30-X80-H180-6.1,"-45,4","142,0",0.0,45.4,142.0,0.0,C25/30,L500,T-K-M13-V3-REI120-CV30-X80-H180-L500-6.1,T,K,M13,V3,REI120,CV30,X80,H180,6.1
T-K-M13.2-V1-REI120-CV30-X80-H180-6.1,"-90,8","144,8",0.0,90.8,144.8,0.0,C25/30,L500,T-K-M13.2-V1-REI120-CV30-X80-H180-L500-6.1,T,K,M13.2,V1,REI120,CV30,X80,H180,6.1
T-K-M13.2-V2-REI120-CV30-X80-H180-6.1,"-90,8","208,6",0.0,90.8,208.6,0.0,C25/30,L500,T-K-M13.2-V2-REI120-CV30-X80-H180-L500-6.1,T,K,M13.2,V2,REI120,CV30,X80,H180,6.1
T-K-M13.2-V3-REI120-CV30-X80-H180-6.1,"-90,8","284,0",0.0,90.8,284.0,0.0,C25/30,L500,T-K-M13.2-V3-REI120-CV30-X80-H180-L500-6.1,T,K,M13.2,V3,REI120,CV30,X80,H180,6.1
T-K-M14-V1-REI120-CV30-X80-H180-6.1,"-53,0","72,4",0.0,53.0,72.4,0.0,C25/30,L500,T-K-M14-V1-REI120-CV30-X80-H180-L500-6.1,T,K,M14,V1,REI120,CV30,X80,H180,6.1
T-K-M14-V2-REI120-CV30-X80-H180-6.1,"-53,0","104,3",0.0,53.0,104.3,0.0,C25/30,L500,T-K-M14-V2-REI120-CV30-X80-H180-L500-6.1,T,K,M14,V2,REI120,CV30,X80,H180,6.1
T-K-M14-V3-REI120-CV30-X80-H180-6.1,"-53,0","142,0",0.0,53.0,142.0,0.0,C25/30,L500,T-K-M14-V3-REI120-CV30-X80-H180-L500-6.1,T,K,M14,V3,REI120,CV30,X80,H180,6.1
T-K-M14.2-V1-REI120-CV30-X80-H180-6.1,"-106,0","144,8",0.0,106.0,144.8,0.0,C25/30,L500,T-K-M14.2-V1-REI120-CV30-X80-H180-L500-6.1,T,K,M14.2,V1,REI120,CV30,X80,H180,6.1
T-K-M14.2-V2-REI120-CV30-X80-H180-6.1,"-106,0","208,6",0.0,106.0,208.6,0.0,C25/30,L500,T-K-M14.2-V2-REI120-CV30-X80-H180-L500-6.1,T,K,M14.2,V2,REI120,CV30,X80,H180,6.1
T-K-M14.2-V3-REI120-CV30-X80-H180-6.1,"-106,0","284,0",0.0,106.0,284.0,0.0,C25/30,L500,T-K-M14.2-V3-REI120-CV30-X80-H180-L500-6.1,T,K,M14.2,V3,REI120,CV30,X80,H180,6.1
T-K-M12-V1-REI120-CV50-X80-H200-6.1,"-31,7","72,4",0.0,31.7,72.4,0.0,C25/30,L500,T-K-M12-V1-REI120-CV50-X80-H200-L500-6.1,T,K,M12,V1,REI120,CV50,X80,H200,6.1
T-K-M12-V2-REI120-CV50-X80-H200-6.1,"-31,7","104,3",0.0,31.7,104.3,0.0,C25/30,L500,T-K-M12-V2-REI120-CV50-X80-H200-L500-6.1,T,K,M12,V2,REI120,CV50,X80,H200,6.1
T-K-M12-V3-REI120-CV50-X80-H200-6.1,"-31,7","142,0",0.0,31.7,142.0,0.0,C25/30,L500,T-K-M12-V3-REI120-CV50-X80-H200-L500-6.1,T,K,M12,V3,REI120,CV50,X80,H200,6.1
T-K-M12.2-V1-REI120-CV50-X80-H200-6.1,"-63,4","144,8",0.0,63.4,144.8,0.0,C25/30,L500,T-K-M12.2-V1-REI120-CV50-X80-H200-L500-6.1,T,K,M12.2,V1,REI120,CV50,X80,H200,6.1
T-K-M12.2-V2-REI120-CV50-X80-H200-6.1,"-63,4","208,6",0.0,63.4,208.6,0.0,C25/30,L500,T-K-M12.2-V2-REI120-CV50-X80-H200-L500-6.1,T,K,M12.2,V2,REI120,CV50,X80,H200,6.1
T-K-M12.2-V3-REI120-CV50-X80-H200-6.1,"-63,4","284,0",0.0,63.4,284.0,0.0,C25/30,L500,T-K-M12.2-V3-REI120-CV50-X80-H200-L500-6.1,T,K,M12.2,V3,REI120,CV50,X80,H200,6.1
T-K-M13-V1-REI120-CV50-X80-H200-6.1,"-45,4","72,4",0.0,45.4,72.4,0.0,C25/30,L500,T-K-M13-V1-REI120-CV50-X80-H200-L500-6.1,T,K,M13,V1,REI120,CV50,X80,H200,6.1
T-K-M13-V2-REI120-CV50-X80-H200-6.1,"-45,4","104,3",0.0,45.4,104.3,0.0,C25/30,L500,T-K-M13-V2-REI120-CV50-X80-H200-L500-6.1,T,K,M13,V2,REI120,CV50,X80,H200,6.1
T-K-M13-V3-REI120-CV50-X80-H200-6.1,"-45,4","142,0",0.0,45.4,142.0,0.0,C25/30,L500,T-K-M13-V3-REI120-CV50-X80-H200-L500-6.1,T,K,M13,V3,REI120,CV50,X80,H200,6.1
T-K-M13.2-V1-REI120-CV50-X80-H200-6.1,"-90,8","144,8",0.0,90.8,144.8,0.0,C25/30,L500,T-K-M13.2-V1-REI120-CV50-X80-H200-L500-6.1,T,K,M13.2,V1,REI120,CV50,X80,H200,6.1
T-K-M13.2-V2-REI120-CV50-X80-H200-6.1,"-90,8","208,6",0.0,90.8,208.6,0.0,C25/30,L500,T-K-M13.2-V2-REI120-CV50-X80-H200-L500-6.1,T,K,M13.2,V2,REI120,CV50,X80,H200,6.1
T-K-M13.2-V3-REI120-CV50-X80-H200-6.1,"-90,8","284,0",0.0,90.8,284.0,0.0,C25/30,L500,T-K-M13.2-V3-REI120-CV50-X80-H200-L500-6.1,T,K,M13.2,V3,REI120,CV50,X80,H200,6.1
T-K-M14-V1-REI120-CV50-X80-H200-6.1,"-53,0","72,4",0.0,53.0,72.4,0.0,C25/30,L500,T-K-M14-V1-REI120-CV50-X80-H200-L500-6.1,T,K,M14,V1,REI120,CV50,X80,H200,6.1
T-K-M14-V2-REI120-CV50-X80-H200-6.1,"-53,0","104,3",0.0,53.0,104.3,0.0,C25/30,L500,T-K-M14-V2-REI120-CV50-X80-H200-L500-6.1,T,K,M14,V2,REI120,CV50,X80,H200,6.1
T-K-M14-V3-REI120-CV50-X80-H200-6.1,"-53,0","142,0",0.0,53.0,142.0,0.0,C25/30,L500,T-K-M14-V3-REI120-CV50-X80-H200-L500-6.1,T,K,M14,V3,REI120,CV50,X80,H200,6.1
T-K-M14.2-V1-REI120-CV50-X80-H200-6.1,"-106,0","144,8",0.0,106.0,144.8,0.0,C25/30,L500,T-K-M14.2-V1-REI120-CV50-X80-H200-L500-6.1,T,K,M14.2,V1,REI120,CV50,X80,H200,6.1
T-K-M14.2-V2-REI120-CV50-X80-H200-6.1,"-106,0","208,6",0.0,106.0,208.6,0.0,C25/30,L500,T-K-M14.2-V2-REI120-CV50-X80-H200-L500-6.1,T,K,M14.2,V2,REI120,CV50,X80,H200,6.1
T-K-M14.2-V3-REI120-CV50-X80-H200-6.1,"-106,0","284,0",0.0,106.0,284.0,0.0,C25/30,L500,T-K-M14.2-V3-REI120-CV50-X80-H200-L500-6.1,T,K,M14.2,V3,REI120,CV50,X80,H200,6.1
T-K-M12-V1-REI120-CV35-X80-H190-6.1,"-33,5","72,4",0.0,33.5,72.4,0.0,C25/30,L500,T-K-M12-V1-REI120-CV35-X80-H190-L500-6.1,T,K,M12,V1,REI120,CV35,X80,H190,6.1
T-K-M12-V2-REI120-CV35-X80-H190-6.1,"-33,5","104,3",0.0,33.5,104.3,0.0,C25/30,L500,T-K-M12-V2-REI120-CV35-X80-H190-L500-6.1,T,K,M12,V2,REI120,CV35,X80,H190,6.1
T-K-M12-V3-REI120-CV35-X80-H190-6.1,"-33,5","142,0",0.0,33.5,142.0,0.0,C25/30,L500,T-K-M12-V3-REI120-CV35-X80-H190-L500-6.1,T,K,M12,V3,REI120,CV35,X80,H190,6.1
T-K-M12.2-V1-REI120-CV35-X80-H190-6.1,"-67,0","144,8",0.0,67.0,144.8,0.0,C25/30,L500,T-K-M12.2-V1-REI120-CV35-X80-H190-L500-6.1,T,K,M12.2,V1,REI120,CV35,X80,H190,6.1
T-K-M12.2-V2-REI120-CV35-X80-H190-6.1,"-67,0","208,6",0.0,67.0,208.6,0.0,C25/30,L500,T-K-M12.2-V2-REI120-CV35-X80-H190-L500-6.1,T,K,M12.2,V2,REI120,CV35,X80,H190,6.1
T-K-M12.2-V3-REI120-CV35-X80-H190-6.1,"-67,0","284,0",0.0,67.0,284.0,0.0,C25/30,L500,T-K-M12.2-V3-REI120-CV35-X80-H190-L500-6.1,T,K,M12.2,V3,REI120,CV35,X80,H190,6.1
T-K-M13-V1-REI120-CV35-X80-H190-6.1,"-47,6","72,4",0.0,47.6,72.4,0.0,C25/30,L500,T-K-M13-V1-REI120-CV35-X80-H190-L500-6.1,T,K,M13,V1,REI120,CV35,X80,H190,6.1
T-K-M13-V2-REI120-CV35-X80-H190-6.1,"-47,6","104,3",0.0,47.6,104.3,0.0,C25/30,L500,T-K-M13-V2-REI120-CV35-X80-H190-L500-6.1,T,K,M13,V2,REI120,CV35,X80,H190,6.1
T-K-M13-V3-REI120-CV35-X80-H190-6.1,"-47,6","142,0",0.0,47.6,142.0,0.0,C25/30,L500,T-K-M13-V3-REI120-CV35-X80-H190-L500-6.1,T,K,M13,V3,REI120,CV35,X80,H190,6.1
T-K-M13.2-V1-REI120-CV35-X80-H190-6.1,"-95,2","144,8",0.0,95.2,144.8,0.0,C25/30,L500,T-K-M13.2-V1-REI120-CV35-X80-H190-L500-6.1,T,K,M13.2,V1,REI120,CV35,X80,H190,6.1
T-K-M13.2-V2-REI120-CV35-X80-H190-6.1,"-95,2","208,6",0.0,95.2,208.6,0.0,C25/30,L500,T-K-M13.2-V2-REI120-CV35-X80-H190-L500-6.1,T,K,M13.2,V2,REI120,CV35,X80,H190,6.1
T-K-M13.2-V3-REI120-CV35-X80-H190-6.1,"-95,2","284,0",0.0,95.2,284.0,0.0,C25/30,L500,T-K-M13.2-V3-REI120-CV35-X80-H190-L500-6.1,T,K,M13.2,V3,REI120,CV35,X80,H190,6.1
T-K-M14-V1-REI120-CV35-X80-H190-6.1,"-55,5","72,4",0.0,55.5,72.4,0.0,C25/30,L500,T-K-M14-V1-REI120-CV35-X80-H190-L500-6.1,T,K,M14,V1,REI120,CV35,X80,H190,6.1
T-K-M14-V2-REI120-CV35-X80-H190-6.1,"-55,5","104,3",0.0,55.5,104.3,0.0,C25/30,L500,T-K-M14-V2-REI120-CV35-X80-H190-L500-6.1,T,K,M14,V2,REI120,CV35,X80,H190,6.1
T-K-M14-V3-REI120-CV35-X80-H190-6.1,"-55,5","142,0",0.0,55.5,142.0,0.0,C25/30,L500,T-K-M14-V3-REI120-CV35-X80-H190-L500-6.1,T,K,M14,V3,REI120,CV35,X80,H190,6.1
T-K-M14.2-V1-REI120-CV35-X80-H190-6.1,"-111,0","144,8",0.0,111.0,144.8,0.0,C25/30,L500,T-K-M14.2-V1-REI120-CV35-X80-H190-L500-6.1,T,K,M14.2,V1,REI120,CV35,X80,H190,6.1
T-K-M14.2-V2-REI120-CV35-X80-H190-6.1,"-111,0","208,6",0.0,111.0,208.6,0.0,C25/30,L500,T-K-M14.2-V2-REI120-CV35-X80-H190-L500-6.1,T,K,M14.2,V2,REI120,CV35,X80,H190,6.1
T-K-M14.2-V3-REI120-CV35-X80-H190-6.1,"-111,0","284,0",0.0,111.0,284.0,0.0,C25/30,L500,T-K-M14.2-V3-REI120-CV35-X80-H190-L500-6.1,T,K,M14.2,V3,REI120,CV35,X80,H190,6.1
T-K-M12-V1-REI120-CV30-X80-H190-6.1,"-35,3","72,4",0.0,35.3,72.4,0.0,C25/30,L500,T-K-M12-V1-REI120-CV30-X80-H190-L500-6.1,T,K,M12,V1,REI120,CV30,X80,H190,6.1
T-K-M12-V2-REI120-CV30-X80-H190-6.1,"-35,3","104,3",0.0,35.3,104.3,0.0,C25/30,L500,T-K-M12-V2-REI120-CV30-X80-H190-L500-6.1,T,K,M12,V2,REI120,CV30,X80,H190,6.1
T-K-M12-V3-REI120-CV30-X80-H190-6.1,"-35,3","142,0",0.0,35.3,142.0,0.0,C25/30,L500,T-K-M12-V3-REI120-CV30-X80-H190-L500-6.1,T,K,M12,V3,REI120,CV30,X80,H190,6.1
T-K-M12.2-V1-REI120-CV30-X80-H190-6.1,"-70,6","144,8",0.0,70.6,144.8,0.0,C25/30,L500,T-K-M12.2-V1-REI120-CV30-X80-H190-L500-6.1,T,K,M12.2,V1,REI120,CV30,X80,H190,6.1
T-K-M12.2-V2-REI120-CV30-X80-H190-6.1,"-70,6","208,6",0.0,70.6,208.6,0.0,C25/30,L500,T-K-M12.2-V2-REI120-CV30-X80-H190-L500-6.1,T,K,M12.2,V2,REI120,CV30,X80,H190,6.1
T-K-M12.2-V3-REI120-CV30-X80-H190-6.1,"-70,6","284,0",0.0,70.6,284.0,0.0,C25/30,L500,T-K-M12.2-V3-REI120-CV30-X80-H190-L500-6.1,T,K,M12.2,V3,REI120,CV30,X80,H190,6.1
T-K-M13-V1-REI120-CV30-X80-H190-6.1,"-49,7","72,4",0.0,49.7,72.4,0.0,C25/30,L500,T-K-M13-V1-REI120-CV30-X80-H190-L500-6.1,T,K,M13,V1,REI120,CV30,X80,H190,6.1
T-K-M13-V2-REI120-CV30-X80-H190-6.1,"-49,7","104,3",0.0,49.7,104.3,0.0,C25/30,L500,T-K-M13-V2-REI120-CV30-X80-H190-L500-6.1,T,K,M13,V2,REI120,CV30,X80,H190,6.1
T-K-M13-V3-REI120-CV30-X80-H190-6.1,"-49,7","142,0",0.0,49.7,142.0,0.0,C25/30,L500,T-K-M13-V3-REI120-CV30-X80-H190-L500-6.1,T,K,M13,V3,REI120,CV30,X80,H190,6.1
T-K-M13.2-V1-REI120-CV30-X80-H190-6.1,"-99,4","144,8",0.0,99.4,144.8,0.0,C25/30,L500,T-K-M13.2-V1-REI120-CV30-X80-H190-L500-6.1,T,K,M13.2,V1,REI120,CV30,X80,H190,6.1
T-K-M13.2-V2-REI120-CV30-X80-H190-6.1,"-99,4","208,6",0.0,99.4,208.6,0.0,C25/30,L500,T-K-M13.2-V2-REI120-CV30-X80-H190-L500-6.1,T,K,M13.2,V2,REI120,CV30,X80,H190,6.1
T-K-M13.2-V3-REI120-CV30-X80-H190-6.1,"-99,4","284,0",0.0,99.4,284.0,0.0,C25/30,L500,T-K-M13.2-V3-REI120-CV30-X80-H190-L500-6.1,T,K,M13.2,V3,REI120,CV30,X80,H190,6.1
T-K-M14-V1-REI120-CV30-X80-H190-6.1,"-58,0","72,4",0.0,58.0,72.4,0.0,C25/30,L500,T-K-M14-V1-REI120-CV30-X80-H190-L500-6.1,T,K,M14,V1,REI120,CV30,X80,H190,6.1
T-K-M14-V2-REI120-CV30-X80-H190-6.1,"-58,0","104,3",0.0,58.0,104.3,0.0,C25/30,L500,T-K-M14-V2-REI120-CV30-X80-H190-L500-6.1,T,K,M14,V2,REI120,CV30,X80,H190,6.1
T-K-M14-V3-REI120-CV30-X80-H190-6.1,"-58,0","142,0",0.0,58.0,142.0,0.0,C25/30,L500,T-K-M14-V3-REI120-CV30-X80-H190-L500-6.1,T,K,M14,V3,REI120,CV30,X80,H190,6.1
T-K-M14.2-V1-REI120-CV30-X80-H190-6.1,"-116,0","144,8",0.0,116.0,144.8,0.0,C25/30,L500,T-K-M14.2-V1-REI120-CV30-X80-H190-L500-6.1,T,K,M14.2,V1,REI120,CV30,X80,H190,6.1
T-K-M14.2-V2-REI120-CV30-X80-H190-6.1,"-116,0","208,6",0.0,116.0,208.6,0.0,C25/30,L500,T-K-M14.2-V2-REI120-CV30-X80-H190-L500-6.1,T,K,M14.2,V2,REI120,CV30,X80,H190,6.1
T-K-M14.2-V3-REI120-CV30-X80-H190-6.1,"-116,0","284,0",0.0,116.0,284.0,0.0,C25/30,L500,T-K-M14.2-V3-REI120-CV30-X80-H190-L500-6.1,T,K,M14.2,V3,REI120,CV30,X80,H190,6.1
T-K-M12-V1-REI120-CV50-X80-H210-6.1,"-35,3","72,4",0.0,35.3,72.4,0.0,C25/30,L500,T-K-M12-V1-REI120-CV50-X80-H210-L500-6.1,T,K,M12,V1,REI120,CV50,X80,H210,6.1
T-K-M12-V2-REI120-CV50-X80-H210-6.1,"-35,3","104,3",0.0,35.3,104.3,0.0,C25/30,L500,T-K-M12-V2-REI120-CV50-X80-H210-L500-6.1,T,K,M12,V2,REI120,CV50,X80,H210,6.1
T-K-M12-V3-REI120-CV50-X80-H210-6.1,"-35,3","142,0",0.0,35.3,142.0,0.0,C25/30,L500,T-K-M12-V3-REI120-CV50-X80-H210-L500-6.1,T,K,M12,V3,REI120,CV50,X80,H210,6.1
T-K-M12.2-V1-REI120-CV50-X80-H210-6.1,"-70,6","144,8",0.0,70.6,144.8,0.0,C25/30,L500,T-K-M12.2-V1-REI120-CV50-X80-H210-L500-6.1,T,K,M12.2,V1,REI120,CV50,X80,H210,6.1
T-K-M12.2-V2-REI120-CV50-X80-H210-6.1,"-70,6","208,6",0.0,70.6,208.6,0.0,C25/30,L500,T-K-M12.2-V2-REI120-CV50-X80-H210-L500-6.1,T,K,M12.2,V2,REI120,CV50,X80,H210,6.1
T-K-M12.2-V3-REI120-CV50-X80-H210-6.1,"-70,6","284,0",0.0,70.6,284.0,0.0,C25/30,L500,T-K-M12.2-V3-REI120-CV50-X80-H210-L500-6.1,T,K,M12.2,V3,REI120,CV50,X80,H210,6.1
T-K-M13-V1-REI120-CV50-X80-H210-6.1,"-49,7","72,4",0.0,49.7,72.4,0.0,C25/30,L500,T-K-M13-V1-REI120-CV50-X80-H210-L500-6.1,T,K,M13,V1,REI120,CV50,X80,H210,6.1
T-K-M13-V2-REI120-CV50-X80-H210-6.1,"-49,7","104,3",0.0,49.7,104.3,0.0,C25/30,L500,T-K-M13-V2-REI120-CV50-X80-H210-L500-6.1,T,K,M13,V2,REI120,CV50,X80,H210,6.1
T-K-M13-V3-REI120-CV50-X80-H210-6.1,"-49,7","142,0",0.0,49.7,142.0,0.0,C25/30,L500,T-K-M13-V3-REI120-CV50-X80-H210-L500-6.1,T,K,M13,V3,REI120,CV50,X80,H210,6.1
T-K-M13.2-V1-REI120-CV50-X80-H210-6.1,"-99,4","144,8",0.0,99.4,144.8,0.0,C25/30,L500,T-K-M13.2-V1-REI120-CV50-X80-H210-L500-6.1,T,K,M13.2,V1,REI120,CV50,X80,H210,6.1
T-K-M13.2-V2-REI120-CV50-X80-H210-6.1,"-99,4","208,6",0.0,99.4,208.6,0.0,C25/30,L500,T-K-M13.2-V2-REI120-CV50-X80-H210-L500-6.1,T,K,M13.2,V2,REI120,CV50,X80,H210,6.1
T-K-M13.2-V3-REI120-CV50-X80-H210-6.1,"-99,4","284,0",0.0,99.4,284.0,0.0,C25/30,L500,T-K-M13.2-V3-REI120-CV50-X80-H210-L500-6.1,T,K,M13.2,V3,REI120,CV50,X80,H210,6.1
T-K-M14-V1-REI120-CV50-X80-H210-6.1,"-58,0","72,4",0.0,58.0,72.4,0.0,C25/30,L500,T-K-M14-V1-REI120-CV50-X80-H210-L500-6.1,T,K,M14,V1,REI120,CV50,X80,H210,6.1
