Encoded,MrD,vRd,TableName
XT-K-M5-V2-REI120-CV50-X120-H250-6.2,49.7,62.7,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M5-V3-REI120-CV50-X120-H250-6.2,49.7,87.8,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M5-VV1-REI120-CV50-X120-H250-6.2,49.7,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-V1-REI120-CV50-X120-H250-6.2,56.8,35.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-V2-REI120-CV50-X120-H250-6.2,56.8,62.7,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-V3-REI120-CV50-X120-H250-6.2,56.8,100.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-VV1-REI120-CV50-X120-H250-6.2,56.8,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M1-V1-REI120-CV35-X120-H240-6.2,18.6,28.2,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M1-V2-REI120-CV35-X120-H240-6.2,18.6,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M2-V1-REI120-CV35-X120-H240-6.2,30.8,28.2,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M2-V2-REI120-CV35-X120-H240-6.2,30.8,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M3-V1-REI120-CV35-X120-H240-6.2,39.8,28.2,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M3-V2-REI120-CV35-X120-H240-6.2,39.8,62.7,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M3-VV1-REI120-CV35-X120-H240-6.2,39.8,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M4-V1-REI120-CV35-X120-H240-6.2,45.4,35.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M4-V2-REI120-CV35-X120-H240-6.2,45.4,62.7,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M4-V3-REI120-CV35-X120-H240-6.2,45.4,100.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M4-VV1-REI120-CV35-X120-H240-6.2,45.4,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M5-V1-REI120-CV35-X120-H240-6.2,51.3,35.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M5-V2-REI120-CV35-X120-H240-6.2,51.3,62.7,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M5-V3-REI120-CV35-X120-H240-6.2,51.3,87.8,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M5-VV1-REI120-CV35-X120-H240-6.2,51.3,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-V1-REI120-CV35-X120-H240-6.2,58.6,35.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-V2-REI120-CV35-X120-H240-6.2,58.6,62.7,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-V3-REI120-CV35-X120-H240-6.2,58.6,100.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-VV1-REI120-CV35-X120-H240-6.2,58.6,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M1-V1-REI120-CV35-X120-H250-6.2,20.0,28.2,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M1-V2-REI120-CV35-X120-H250-6.2,20.0,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M2-V1-REI120-CV35-X120-H250-6.2,33.0,28.2,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M2-V2-REI120-CV35-X120-H250-6.2,33.0,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M3-V1-REI120-CV35-X120-H250-6.2,42.1,28.2,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M3-V2-REI120-CV35-X120-H250-6.2,42.1,62.7,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M3-VV1-REI120-CV35-X120-H250-6.2,42.1,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M4-V1-REI120-CV35-X120-H250-6.2,48.1,35.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M4-V2-REI120-CV35-X120-H250-6.2,48.1,62.7,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M4-V3-REI120-CV35-X120-H250-6.2,48.1,100.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M4-VV1-REI120-CV35-X120-H250-6.2,48.1,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M5-V1-REI120-CV35-X120-H250-6.2,54.4,35.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M5-V2-REI120-CV35-X120-H250-6.2,54.4,62.7,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M5-V3-REI120-CV35-X120-H250-6.2,54.4,87.8,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M5-VV1-REI120-CV35-X120-H250-6.2,54.4,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-V1-REI120-CV35-X120-H250-6.2,62.2,35.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-V2-REI120-CV35-X120-H250-6.2,62.2,62.7,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-V3-REI120-CV35-X120-H250-6.2,62.2,100.3,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M6-VV1-REI120-CV35-X120-H250-6.2,62.2,50.1,Schock_Isokorb_XT_Typ_K_6.2
XT-K-M7-V1-REI120-CV35-X120-H160-6.2,33.1,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV35-X120-H160-6.2,33.1,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV35-X120-H160-6.2,37.1,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV35-X120-H160-6.2,37.1,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV35-X120-H160-6.2,46.4,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV35-X120-H160-6.2,46.4,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV35-X120-H160-6.2,46.4,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV35-X120-H160-6.2,46.4,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV35-X120-H160-6.2,50.2,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV35-X120-H160-6.2,50.2,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV50-X120-H180-6.2,35.4,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV50-X120-H180-6.2,35.4,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV50-X120-H180-6.2,39.7,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV50-X120-H180-6.2,39.7,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV50-X120-H180-6.2,49.2,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV50-X120-H180-6.2,49.2,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV50-X120-H180-6.2,49.2,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV50-X120-H180-6.2,49.2,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV50-X120-H180-6.2,53.3,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV50-X120-H180-6.2,53.3,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV35-X120-H170-6.2,37.5,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV35-X120-H170-6.2,37.5,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV35-X120-H170-6.2,42.0,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV35-X120-H170-6.2,42.0,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV35-X120-H170-6.2,52.1,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV35-X120-H170-6.2,52.1,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV35-X120-H170-6.2,52.1,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV35-X120-H170-6.2,52.1,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV35-X120-H170-6.2,56.3,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV35-X120-H170-6.2,56.3,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV50-X120-H190-6.2,39.8,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV50-X120-H190-6.2,39.8,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV50-X120-H190-6.2,44.6,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV50-X120-H190-6.2,44.6,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV50-X120-H190-6.2,54.9,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV50-X120-H190-6.2,54.9,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV50-X120-H190-6.2,54.9,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV50-X120-H190-6.2,54.9,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV50-X120-H190-6.2,59.4,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV50-X120-H190-6.2,59.4,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV35-X120-H180-6.2,41.8,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV35-X120-H180-6.2,41.8,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV35-X120-H180-6.2,46.8,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV35-X120-H180-6.2,46.8,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV35-X120-H180-6.2,57.8,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV35-X120-H180-6.2,57.8,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV35-X120-H180-6.2,57.8,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV35-X120-H180-6.2,57.8,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV35-X120-H180-6.2,62.5,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV35-X120-H180-6.2,62.5,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV50-X120-H200-6.2,44.2,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV50-X120-H200-6.2,44.2,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV50-X120-H200-6.2,49.2,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV50-X120-H200-6.2,49.2,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV50-X120-H200-6.2,60.7,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV50-X120-H200-6.2,60.7,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV50-X120-H200-6.2,60.7,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV50-X120-H200-6.2,60.7,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV50-X120-H200-6.2,65.6,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV50-X120-H200-6.2,65.6,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV35-X120-H190-6.2,46.2,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV35-X120-H190-6.2,46.2,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV35-X120-H190-6.2,51.5,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV35-X120-H190-6.2,51.5,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV35-X120-H190-6.2,63.5,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV35-X120-H190-6.2,63.5,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV35-X120-H190-6.2,63.5,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV35-X120-H190-6.2,63.5,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV35-X120-H190-6.2,68.7,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV35-X120-H190-6.2,68.7,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV50-X120-H210-6.2,48.6,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV50-X120-H210-6.2,48.6,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV50-X120-H210-6.2,53.8,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV50-X120-H210-6.2,53.8,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV50-X120-H210-6.2,66.4,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV50-X120-H210-6.2,66.4,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV50-X120-H210-6.2,66.4,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV50-X120-H210-6.2,66.4,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV50-X120-H210-6.2,71.8,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV50-X120-H210-6.2,71.8,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV35-X120-H200-6.2,50.7,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV35-X120-H200-6.2,50.7,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV35-X120-H200-6.2,56.2,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV35-X120-H200-6.2,56.2,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV35-X120-H200-6.2,69.3,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV35-X120-H200-6.2,69.3,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV35-X120-H200-6.2,69.3,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV35-X120-H200-6.2,69.3,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV35-X120-H200-6.2,74.9,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV35-X120-H200-6.2,74.9,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV50-X120-H220-6.2,53.1,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV50-X120-H220-6.2,53.1,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV50-X120-H220-6.2,58.5,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV50-X120-H220-6.2,58.5,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV50-X120-H220-6.2,72.1,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV50-X120-H220-6.2,72.1,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV50-X120-H220-6.2,72.1,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV50-X120-H220-6.2,72.1,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV50-X120-H220-6.2,78.0,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV50-X120-H220-6.2,78.0,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV35-X120-H210-6.2,55.2,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV35-X120-H210-6.2,55.2,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV35-X120-H210-6.2,60.8,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV35-X120-H210-6.2,60.8,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV35-X120-H210-6.2,75.0,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV35-X120-H210-6.2,75.0,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV35-X120-H210-6.2,75.0,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV35-X120-H210-6.2,75.0,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV35-X120-H210-6.2,81.1,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV35-X120-H210-6.2,81.1,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV50-X120-H230-6.2,57.7,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV50-X120-H230-6.2,57.7,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV50-X120-H230-6.2,63.1,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV50-X120-H230-6.2,63.1,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV50-X120-H230-6.2,77.8,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV50-X120-H230-6.2,77.8,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV50-X120-H230-6.2,77.8,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV50-X120-H230-6.2,77.8,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV50-X120-H230-6.2,84.2,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV50-X120-H230-6.2,84.2,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV35-X120-H220-6.2,59.8,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV35-X120-H220-6.2,59.8,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV35-X120-H220-6.2,65.4,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV35-X120-H220-6.2,65.4,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV35-X120-H220-6.2,80.7,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV35-X120-H220-6.2,80.7,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV35-X120-H220-6.2,80.7,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV35-X120-H220-6.2,80.7,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV35-X120-H220-6.2,87.3,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV35-X120-H220-6.2,87.3,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV50-X120-H240-6.2,62.1,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV50-X120-H240-6.2,62.1,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV50-X120-H240-6.2,67.8,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV50-X120-H240-6.2,67.8,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV50-X120-H240-6.2,83.6,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV50-X120-H240-6.2,83.6,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV50-X120-H240-6.2,83.6,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV50-X120-H240-6.2,83.6,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV50-X120-H240-6.2,90.4,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV50-X120-H240-6.2,90.4,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV35-X120-H230-6.2,64.2,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV35-X120-H230-6.2,64.2,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV35-X120-H230-6.2,70.1,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV35-X120-H230-6.2,70.1,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV35-X120-H230-6.2,86.4,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV35-X120-H230-6.2,86.4,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV35-X120-H230-6.2,86.4,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV35-X120-H230-6.2,86.4,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV35-X120-H230-6.2,93.5,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV35-X120-H230-6.2,93.5,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV50-X120-H250-6.2,66.4,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV50-X120-H250-6.2,66.4,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV50-X120-H250-6.2,72.4,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV50-X120-H250-6.2,72.4,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV50-X120-H250-6.2,89.3,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV50-X120-H250-6.2,89.3,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV50-X120-H250-6.2,89.3,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV50-X120-H250-6.2,89.3,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV50-X120-H250-6.2,96.6,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV50-X120-H250-6.2,96.6,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV35-X120-H240-6.2,68.5,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV35-X120-H240-6.2,68.5,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV35-X120-H240-6.2,74.7,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV35-X120-H240-6.2,74.7,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV35-X120-H240-6.2,92.2,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV35-X120-H240-6.2,92.2,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV35-X120-H240-6.2,92.2,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV35-X120-H240-6.2,92.2,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV35-X120-H240-6.2,99.7,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV35-X120-H240-6.2,99.7,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V1-REI120-CV35-X120-H250-6.2,72.8,75.2,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M7-V2-REI120-CV35-X120-H250-6.2,72.8,100.3,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V1-REI120-CV35-X120-H250-6.2,79.4,87.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M8-V2-REI120-CV35-X120-H250-6.2,79.4,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V1-REI120-CV35-X120-H250-6.2,97.9,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M9-V2-REI120-CV35-X120-H250-6.2,97.9,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V1-REI120-CV35-X120-H250-6.2,97.9,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10-V2-REI120-CV35-X120-H250-6.2,97.9,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V1-REI120-CV35-X120-H250-6.2,105.9,112.8,Schock_Isokorb_XT_Typ_K_6.2_2
XT-K-M10.1-V2-REI120-CV35-X120-H250-6.2,105.9,125.4,Schock_Isokorb_XT_Typ_K_6.2_2
